grid,20,20
main,16,18,N,m,1
agent0,12,6,S,l1,1,0.519,0.608
agent1,9,13,S,l1,1,0.852,0.608
agent2,3,14,N,l1,1,0.27,0.608
agent3,2,12,N,l1,1,0.334,0.608
agent4,17,8,W,l1,1,0.126,0.608
agent5,16,1,S,l1,1,0.386,0.608
item0,18,18,0
item1,1,9,0
item2,13,17,0
item3,15,2,0
item4,1,3,0
item5,3,13,0
item6,0,19,0
item7,9,16,0
item8,9,17,0
item9,17,19,0
item10,11,12,0
item11,13,10,0
item12,3,6,0
item13,18,15,0
item14,15,5,0
item15,17,6,0
item16,13,18,0
item17,10,9,0
item18,8,6,0
item19,1,11,0
