grid,20,20
main,9,12,N,m,1
agent0,2,17,E,l1,1,0.287,0.279
agent1,8,18,S,l1,1,0.822,0.279
agent2,17,4,E,l1,1,0.902,0.279
agent3,12,16,W,l1,1,0.247,0.279
agent4,4,4,W,l1,1,0.635,0.279
agent5,7,2,W,l1,1,0.464,0.279
agent6,18,4,S,l1,1,0.434,0.279
item0,13,12,0
item1,14,10,0
item2,19,18,0
item3,12,14,0
item4,16,7,0
item5,3,11,0
item6,2,16,0
item7,5,17,0
item8,18,1,0
item9,16,18,0
item10,1,2,0
item11,1,0,0
item12,13,9,0
item13,6,12,0
item14,19,16,0
item15,18,14,0
item16,8,6,0
item17,10,10,0
item18,19,8,0
item19,17,2,0
